Date;Soybeans_Futures;Agriculture_ETF;Soybean_ETF;Corn_ETF;ADM;Bunge;Corteva;FMC;Mosaic;Andersons;VillageFarms;Nutrien;CFIndustries;Deere
2019-11-05;921.75;14.074434;15.76;14.95;35.863781;46.115852;23.704498;80.944298;19.21361;17.038849;8.6;40.369404;40.934578;164.072327
2019-11-06;915.0;13.987556;15.66;14.84;35.78867;45.800606;24.138683;81.479019;18.352776;18.615549;8.41;39.81773;39.785351;161.367111
2019-11-07;925.0;13.97018;15.77;14.68;36.33952;45.99971;24.157158;80.902512;18.406017;18.493595;7.84;40.00433;39.991188;163.127777
2019-11-08;919.5;14.00493;15.68;14.75;36.147545;46.364723;24.203352;81.629395;18.468142;18.371641;8.87;39.842072;39.991188;163.558762
2019-11-11;905.0;13.961491;15.47;14.66;36.331161;46.306656;24.702192;82.72393;18.574633;19.138214;8.17;39.339077;39.836803;164.879288
2019-11-12;905.75;14.126562;15.49;14.77;36.089134;46.223701;24.683722;82.172478;18.574633;20.200966;7.64;39.696045;41.088947;161.752274
2019-11-13;902.5;14.074434;15.47;14.66;35.73859;45.792313;23.759928;80.493103;17.465305;19.913502;7.09;40.117916;40.171295;161.09201
2019-11-14;900.25;14.065746;15.45;14.71;35.7052;45.99971;24.369629;81.07798;18.006659;20.279364;6.8;40.00433;40.015919;159.909073
2019-11-15;918.25;14.013618;15.48;14.57;35.780315;47.037735;23.538216;81.044548;17.527428;20.166117;6.32;40.053009;39.644768;160.000763
2019-11-18;910.25;13.944114;15.33;14.44;35.755276;45.773693;23.538216;81.011131;16.817457;20.192251;6.09;38.844193;38.954247;160.395065
2019-11-19;911.5;13.891988;15.35;14.59;35.955589;46.59407;23.741449;81.420525;16.693209;19.974478;6.28;38.673828;39.498028;159.239655
2019-11-20;905.0;13.8833;15.33;14.45;35.762047;46.292702;23.076321;81.111389;16.089735;19.739281;7.07;37.903111;38.928329;157.790741
2019-11-21;901.0;13.935428;15.25;14.5;36.031326;45.740196;23.196415;81.804871;15.992114;20.096432;7.28;37.765186;39.187283;161.422134
2019-11-22;897.0;13.92674;15.18;14.45;35.94717;45.27142;23.593647;81.236732;16.116354;20.531981;6.47;37.781406;38.79887;160.82608
2019-11-25;892.5;14.057057;15.17;14.55;36.250088;45.103996;23.953928;82.314514;16.542341;20.950117;6.3;38.471004;39.955494;161.95401
2019-11-26;884.25;14.013618;15.03;14.45;35.97242;44.601719;23.907734;82.314514;16.639963;20.279364;6.71;38.049129;39.463497;161.990677
2019-11-27;882.0;13.97018;14.99;14.33;36.132298;44.744026;24.186274;82.531746;16.861826;20.662651;6.6;38.227612;39.40308;155.030533
2019-11-29;876.75;14.030993;14.9;14.52;36.123882;44.685429;24.158419;81.846634;16.906202;20.122566;6.62;38.471004;39.886429;154.10434
2019-12-02;870.5;13.97018;14.87;14.55;36.426815;44.81937;23.378511;81.763092;16.852953;20.436159;6.27;37.675949;39.437599;151.573364
2019-12-03;871.0;14.057057;14.84;14.53;36.115456;44.25013;22.886435;81.253418;16.35598;20.227095;6.39;37.51368;38.79887;149.931931
2019-12-04;878.0;14.022305;14.93;14.45;36.123882;44.451031;23.062843;80.969368;16.347075;20.880426;6.31;37.846317;38.643501;151.555054
2019-12-05;884.25;14.065746;15.0;14.37;36.30899;44.794258;23.044271;81.871704;16.507254;20.915272;6.34;37.546143;38.367294;150.922333
2019-12-06;889.5;14.126562;15.1;14.39;36.948517;44.970047;23.452791;82.230957;16.978888;20.802031;6.55;37.943668;39.135498;151.500015
2019-12-09;897.25;14.187377;15.22;14.36;37.083149;44.702179;23.926308;82.874329;16.676331;20.52327;6.52;38.081593;39.187283;153.966812
2019-12-10;901.25;14.300319;15.25;14.38;37.024246;45.798801;24.019152;81.738029;16.240294;20.166117;6.12;37.611042;37.996128;155.800827
2019-12-11;893.5;14.274256;15.14;14.24;37.217773;46.275959;24.325544;82.088943;16.213593;20.166117;6.06;37.619152;38.462234;155.617447
2019-12-12;898.25;14.413263;15.23;14.46;37.78997;46.820091;25.049736;83.133331;16.872103;21.22887;6.28;38.049129;39.187283;159.395508
2019-12-13;907.5;14.369823;15.35;14.59;38.033989;46.68615;24.59479;82.865959;16.578447;21.072067;6.17;38.633266;38.96286;158.185104
2019-12-16;922.0;14.621772;15.54;14.78;38.690331;46.81171;25.578953;83.150032;17.334839;21.559887;6.19;39.306622;40.46476;158.506027
2019-12-17;928.75;14.517516;15.65;14.85;38.883854;46.74474;24.854761;84.319725;17.931061;22.230644;5.95;39.347183;40.499287;159.413864
2019-12-18;928.5;14.491454;15.63;14.75;38.126556;46.99588;25.829638;83.776657;18.562868;22.352594;5.52;39.412098;40.162663;158.285919
2019-12-19;924.5;14.378512;15.56;14.75;38.404228;46.861942;25.727509;82.189201;18.331509;22.474552;5.89;39.193047;40.03318;158.423508
2019-12-20;928.25;14.439326;15.57;14.82;38.530445;48.17622;26.163881;82.749001;19.319269;22.352594;5.96;39.541893;41.673183;160.156631
2019-12-23;934.0;14.348435;15.64;14.82;38.72398;47.690689;26.609541;83.768318;19.167992;21.803802;5.73;39.428314;41.215706;160.523438
2019-12-24;936.5;14.419029;15.7;14.81;38.774479;47.757664;26.748806;84.319725;19.0879;21.917046;5.97;39.485115;41.379707;160.019119
2019-12-26;937.75;14.445504;15.76;14.84;38.875446;48.033905;27.101624;84.795998;19.274771;21.847353;5.8;39.679817;41.828548;160.29422
2019-12-27;929.5;14.577869;15.69;14.88;38.959595;48.025532;27.055201;84.495201;18.88323;21.551178;6.26;39.022671;41.043068;161.220383
2019-12-30;939.5;14.586695;15.81;14.82;38.808136;47.841373;26.795233;83.261635;18.714157;22.012863;5.79;38.793373;40.87907;160.400711
2019-12-31;943.0;14.613166;15.83;14.8;39.001663;48.17622;27.44515;83.765121;19.256981;22.175142;6.23;39.2356;41.207073;159.571808
2020-01-02;944.25;14.560221;15.87;14.9;38.799721;48.184589;26.683819;83.815483;19.070107;21.929533;6.14;38.76062;40.050438;162.88739
2020-01-03;930.5;14.392557;15.66;14.73;38.72398;48.502697;26.368141;83.270042;18.473892;21.938309;6.06;38.367516;39.774242;161.680878
2020-01-06;932.75;14.427855;15.71;14.68;38.421059;48.151096;26.331005;82.53997;18.473892;22.245321;5.78;38.727852;39.705189;162.841324
2020-01-07;935.0;14.463151;15.67;14.67;37.95826;47.749298;26.433132;84.042084;18.616261;22.175142;5.71;39.104572;39.342651;160.013885
2020-01-08;938.25;14.392557;15.72;14.71;37.53754;47.205158;26.646681;84.293808;18.785345;22.052332;5.61;39.088181;39.523926;162.003174
2020-01-09;933.75;14.427855;15.65;14.67;37.150455;46.861942;26.674536;83.51339;18.776443;21.86813;5.61;39.006294;39.334023;163.568939
2020-01-10;935.0;14.560221;15.73;14.78;36.982166;46.59407;26.32172;82.237869;18.349304;21.271645;5.4;38.662346;38.643501;159.728333
2020-01-13;929.25;14.471976;15.63;14.85;37.377655;46.694519;26.535267;82.967934;18.731949;21.622517;5.56;39.292923;39.135498;160.934875
2020-01-14;928.5;14.551395;15.67;14.86;37.444969;46.543831;26.590975;82.472832;18.990019;21.762873;5.5;39.595943;39.204548;159.949402
2020-01-15;928.75;14.586695;15.46;14.8;37.352413;46.359673;26.628113;82.66584;19.150194;22.017248;6.36;39.260174;39.40308;159.258636
2020-01-16;924.0;14.427855;15.39;14.44;38.151794;47.146564;27.129475;83.572144;19.595133;22.140059;6.22;38.580448;39.610222;161.607224
2020-01-17;929.75;14.560221;15.43;14.82;38.076061;46.928905;26.275295;83.916199;19.461649;22.008484;6.14;38.383896;39.826015;162.279526
2020-01-21;916.0;14.551395;15.25;14.77;37.966675;47.221909;25.829638;82.363724;18.820936;21.508486;5.83;38.170982;38.194656;158.927094
2020-01-22;913.75;14.516098;15.22;14.77;37.806793;46.778225;26.145315;81.902206;17.824276;21.359364;5.87;37.63047;36.865395;157.637726
2020-01-23;909.5;14.4808;15.15;14.87;37.840446;46.543831;26.414564;81.25605;17.753082;21.648838;5.87;37.139107;36.684147;158.466583
2020-01-24;902.0;14.321962;15.04;14.65;37.276684;45.472324;25.950342;80.291;17.032282;20.96463;5.58;36.262829;35.328972;156.679886
2020-01-27;897.25;14.092529;14.93;14.49;36.628754;43.396275;25.216864;78.730156;16.516153;20.43832;5.46;35.05899;34.025608;150.380249
2020-01-28;895.0;14.119001;14.95;14.59;36.956928;43.203716;25.588242;79.795883;17.219156;20.376926;5.72;35.918888;34.483093;150.103912
2020-01-29;893.0;13.99546;14.9;14.57;36.754974;42.73494;25.811069;80.870033;17.183559;20.131311;5.51;35.46027;34.759293;147.506775
2020-01-30;876.25;13.889568;14.67;14.39;38.53886;43.923649;27.148045;80.601501;17.94886;20.113771;5.57;35.255535;35.11319;148.381699
2020-01-31;872.5;13.810147;14.58;14.42;37.663746;43.890175;26.850939;80.215477;17.655197;19.841846;5.46;34.960709;34.767925;146.05159
2020-02-03;877.0;13.783675;14.61;14.35;37.832043;44.358959;27.96509;81.910591;17.761984;19.727808;5.565;34.993477;34.310448;145.7845
2020-02-04;879.5;13.810147;14.71;14.46;38.177032;44.35059;28.735701;83.060249;18.527283;20.280434;5.67;35.108124;35.449825;151.439438
2020-02-05;880.0;13.818973;14.72;14.43;38.766064;45.505814;29.441334;85.443466;19.007809;21.350592;5.76;36.279213;36.865395;155.049698
2020-02-06;881.0;13.916041;14.76;14.35;38.690331;44.90308;29.329916;90.56234;18.571777;21.411995;5.51;36.164558;36.468346;155.519409
2020-02-07;882.0;13.977812;14.73;14.47;38.463135;45.27142;28.819265;88.229485;18.02005;21.166388;5.01;35.435707;36.399288;154.220825
2020-02-10;884.25;13.960162;14.76;14.42;38.437889;45.76532;28.410746;87.994514;17.646299;20.973404;4.64;35.181831;35.967712;154.948395
2020-02-11;884.75;13.960162;14.73;14.35;38.808136;46.041565;28.327187;88.321785;17.913258;21.289192;4.7;35.56673;36.399288;156.808762
2020-02-12;892.5;13.968987;14.82;14.43;38.68092;46.0583;28.726421;89.320396;18.109028;21.104986;4.68;35.607681;35.91592;158.254807
2020-02-13;896.25;14.039581;14.88;14.36;38.392567;47.1143;28.410746;88.472832;17.334839;18.771679;4.74;35.009853;34.203156;157.269318
2020-02-14;893.75;14.066054;14.83;14.26;37.968536;45.804867;28.512873;88.506393;16.685232;18.219057;5.27;33.806007;33.298954;154.79184
2020-02-18;892.25;14.171947;14.77;14.45;37.697151;45.28109;29.153505;88.774925;16.240294;17.990988;5.22;33.814198;33.177238;153.161667
2020-02-19;897.25;14.163122;14.8;14.38;37.290077;45.416256;29.264925;89.328773;16.382669;17.780462;5.22;34.395653;34.237923;151.899857
2020-02-20;892.75;14.074879;14.76;14.3;37.510571;45.602116;29.311348;90.872826;16.436066;18.227827;5.06;35.402946;34.324883;152.728806
2020-02-21;890.5;14.092529;14.72;14.2;37.230709;44.968529;28.986383;89.437866;17.076775;17.771696;4.75;34.854252;34.211849;163.412354
